node,nodeline,fuel,DistributedEnergy_1995_generation,DistributedEnergy_2008_generation,DistributedEnergy_2009_generation,GlobalAmbition_1995_generation,GlobalAmbition_2008_generation,GlobalAmbition_2009_generation
NL00,NL00,Other RES,1850.87599956,1878.1233929,1923.41468895,1842.01543945,1840.5799863,1922.11625706
NL00,NL00,Wind Offshore,260397.21711521,273894.58388112,252241.80563723,311391.29606175,326275.15022022004,301278.36247782
NL00,NL00H2R1,Solar,12718.43886649,12068.34718301,12536.42682624,6423.88157275,6088.05265273,6272.48062347
NL00,NL00H2R1,Wind Onshore,14989.412649229998,15968.64173155,17476.37205378,16064.95699109,17296.35266431,15880.99894917
NL00,NL00H2R4,Solar,967.56858018,920.14311747,928.91902617,,,
NL00,NL00H2R4,Wind Offshore,8171.40055968,8581.44529693,7881.15654559,5108.12239713,5321.3644254,4936.6922631
NL00,NL00RETE,Solar,51346.29764078,49595.62031029,49429.25594595,36233.78798538,34890.56236969,34680.5205857
NOM1,NOM1,Hydro,20628.35578967,18713.78906869,19153.17257754,20670.43154247,18694.99676699,19181.80699738
NOM1,NOM1,Solar,73.23605998,77.13201706,78.65891524,76.29868154,85.30382249,78.96859172
NOM1,NOM1,Wind Onshore,16354.21260929,14555.16513998,15876.10663944,12764.479847500004,11719.0216351,12215.75002262
NOM1,NOM1,Other Non RES,163.18081999,160.43391918,169.09825997,168.94163873,173.36846786,171.89265696
NON1,NON1,Hydro,22130.38718392,18417.84653593,21173.75120517,26386.74791622,18411.87003074,21306.71970013
NON1,NON1,Wind Onshore,18500.44416062,17277.62544763,18555.91138812,14909.83999323,14281.64707291,15210.12516606
NON1,NON1,Other Non RES,1479.41955736,1550.55294569,1552.21883695,1598.29776244,1682.98399699,1657.83941626
NON1,NON1,Other RES,0.22119,0.23646,0.23538,0.24375,0.25869,0.25443
NOS0,NOS0,Hydro,102315.36956878,111004.95849831,95755.5369874,102489.27731467,111397.04778693,95665.36029265
NOS0,NOS0,Solar,46.32500322,45.78603148,45.07165773,46.25468106,46.96123913,45.26168494
NOS0,NOS0,Wind Onshore,25593.61296407,23121.6037757,24162.60324295,17506.20346641,16004.13719822,16767.3164377
NOS0,NOS0,Other Non RES,428.57344592,421.5,428.97534187,427.95,429.80130954,433.29562938
NOS0,NOS0,Wind Offshore,6591.51577645,5897.18164426,6240.76570445,19619.85128631,17870.290343560002,18856.60085754
PL00,PL00,Gas,40122.4474742,34604.71525677,45860.26764914,25171.75160611,23489.51827211,28723.85212682
PL00,PL00,Hydro,2980.4034906300003,4122.93226842,2825.83664512,2978.71025034,4016.83142905,2857.77997198
PL00,PL00,Solar,5605.37832379,5546.80511785,5749.88555226,3786.74192573,3735.96694743,3930.00456606
PL00,PL00,Wind Onshore,43000.34178793,42853.01099158,37245.40347497,20625.68523392,20916.54306147,18424.77330409
PL00,PL00,Other Non RES,14653.64563261,13565.15268479,17309.48022668,11579.37602583,10718.71414562,12662.731487690002
PL00,PL00,Other RES,1907.05622956,1916.90448741,1915.76108541,1809.14724504,1825.90135898,1865.09840597
PL00,PL00,Wind Offshore,60429.29761347,62470.18323139,56467.88761655,80012.25837196001,82872.89631257,75209.04598024
PL00,PL00H2R1,Solar,3459.66360705,3607.82862216,3740.39449677,3439.16509298,3561.50609013,3679.05556691
PL00,PL00H2R1,Wind Onshore,83753.73741828,90950.8793535,82826.41723959,35700.42265958,36148.77905638,32619.32977822
PL00,PL00HER4,Solar,10911.5108526,10858.39829985,11317.97663233,239.70130564,237.16864256,244.39023683
PL00,PL00HER4,Wind Onshore,53621.88861917,53444.77285303,46750.23473789,1221.29145179,1221.47308658,1244.1665144
PL00,PL00HER4,Wind Offshore,6456.13071532,6774.461581959999,6129.87808639,4585.6598021,4756.68251862,4327.4696689
PL00,PL00RETE,Solar,20298.88634595,19980.88304099,20704.84843192,12684.35454179,12468.78523917,12909.49106373
PT00,PT00,Gas,5035.89732384,4827.59464666,5064.85748374,5156.86540633,4442.73578644,5687.11980321
PT00,PT00,Hydro,15154.54585092,12313.58777581,15270.57188255,13660.78337923,10278.89918138,13618.26882064
PT00,PT00,Solar,20874.71104673,20813.21804053,20948.21469242,12613.29325212,12675.92355569,12783.09954348
PT00,PT00,Wind Onshore,26911.09700809,25219.61575975,25932.43353623,26734.39954995,25217.17596983,26010.83448944
PT00,PT00,Other Non RES,2135.28663851,2135.28663851,2135.28663851,2093.72765437,2122.16120236,2121.09003657
PT00,PT00,Other RES,5785.76709822,5785.76709822,5785.76709822,5668.14843376,5746.9078041600005,5744.62576361
PT00,PT00,Wind Offshore,2658.1683892,2268.06203074,2442.80105715,3095.15370816,2682.6082098,2889.05813648
PT00,PT00H2R1,Solar,17349.83472953,18569.61502012,18143.4106619,19170.5673245,19398.81298233,19374.66816285
PT00,PT00H2R1,Wind Onshore,40429.71241605,39351.17761807,40841.87623664,26283.89558922,24406.08149809,25242.86612331
PT00,PT00RETE,Solar,12529.96041208,12529.09283015,12577.58600903,5426.1645899800005,5411.29834174,5441.47708255
RO00,RO00,Gas,9694.5335577,7371.620200979999,9831.65756645,12129.527794029998,11329.71110425,12560.0213331
RO00,RO00,Hydro,16647.822052249998,19330.168676,19321.26471622,16516.49712445,19274.97496954,19243.80958329
RO00,RO00,Solar,8014.24398038,8389.43360834,8227.33884149,2941.3111056,3082.10433143,3018.909282
RO00,RO00,Wind Onshore,11858.70832114,11697.84157193,11183.356475330002,11942.57037751,11747.23248917,11232.35753346
RO00,RO00,Other RES,1915.22319998,1915.22319998,1915.22319998,1918.94523213,1918.94523213,1918.94523213
RO00,RO00,Nuclear,4220.20733482,4463.54122682,4679.36617154,21831.01338432,21861.08677717,21803.33672202
RO00,RO00H2R1,Solar,25516.70040926,26915.556145780003,27092.77793123,1717.53688086,1823.87103804,1823.66236747
RO00,RO00H2R1,Wind Onshore,88518.17719099001,88902.41366158001,84570.76034348001,9365.3179739,9392.03814747,8935.33133065
RO00,RO00H2R4,Solar,2359.80431986,2447.48597389,2400.82779965,,,
RO00,RO00H2R4,Wind Onshore,2732.56021034,2712.75621845,2587.98433792,,,
RO00,RO00RETE,Solar,13627.7384898,14265.35643173,13989.91133027,4716.28412777,4942.04088469,4840.70994827
RS00,RS00,Gas,653.6743635500001,468.08323768,610.5471538300001,775.76549904,706.9121085500001,780.89165173
RS00,RS00,Hydro,10784.95207349,11840.85063003,13554.41341056,10032.83458861,11046.90850146,12907.432028030002
RS00,RS00,Solar,945.49507943,985.16951015,940.57996097,307.09657637,319.83038137,305.06339923
RS00,RS00,Wind Onshore,11998.11800685,11902.24950425,10745.0901336,11455.56948338,11336.86778427,10300.26998365
RS00,RS00,Other RES,1735.19014087,1736.29323648,1736.29323648,1741.07641344,1741.07641344,1741.07641344
RS00,RS00RETE,Solar,108.25338448,112.78492323,107.68018864,,,
SE01,SE01,Hydro,21342.34138179,18078.08834035,18721.07943028,21478.35065747,17968.63178852,18798.76242406
SE01,SE01,Solar,468.31510827,461.3784876,510.1023352,156.52358233,151.91937205,161.98182274
SE01,SE01,Wind Onshore,3404.60333383,2878.3441583,2906.17154912,3472.02955016,2972.46682887,2938.71254298
SE01,SE01,Other RES,828.07460079,835.69591156,844.3321612699999,855.45845883,857.61146048,857.61146048
SE01,SE01,Wind Offshore,2972.34974406,2585.56309965,2622.62821105,2301.77379593,2014.33985581,2004.06401286
SE01,SE01H2R1,Solar,48.1335697,60.5988286,64.29570116,,,
SE01,SE01H2R1,Wind Onshore,4035.66883078,4285.9398493,4404.87081185,101.46626379,101.37452786,101.89829931
SE01,SE01RETE,Solar,661.7952455,643.13241128,686.68155875,243.26497561,236.06606745,251.70201389
SE02,SE02,Gas,1.236204,3.708612,7.632216,0.161244,1.773684,
SE02,SE02,Hydro,36571.86003695,32845.09963917,38643.80009734,36781.89619385,33000.18856741,38832.24703813
SE02,SE02,Solar,371.42352915,378.21675545,371.29627014,285.89271975,280.49460465,274.74184946
SE02,SE02,Wind Onshore,8988.08492593,7819.35263778,7213.95577724,9463.31098424,8097.75888773,7597.00858105
SE02,SE02,Other RES,2447.4426274300004,2547.97957709,2568.86870215,2663.93278033,2678.48397585,2674.87224023
SE02,SE02,Wind Offshore,5060.76897374,4648.73418538,4267.81739114,4203.58996128,3704.95171531,3492.9935295
SE02,SE02H2R1,Solar,250.99836864,323.16394136,328.7313523,,,
SE02,SE02H2R1,Wind Onshore,5786.15413562,6333.03225415,6858.87838271,4374.63006639,3886.13052308,3738.63670954
SE02,SE02RETE,Solar,1213.83940716,1185.71807601,1170.21964028,526.24839981,513.67890318,506.38608332
SE03,SE03,Gas,4.50905097,2.452763,9.582888,4.278075,1.882353,3.45672076
SE03,SE03,Hydro,11299.16712907,12979.40943798,13021.72543374,11354.73166961,13034.97397852,13074.47193799
SE03,SE03,Solar,5115.46791371,5009.01850079,5028.98451172,1542.45951832,1498.04397813,1492.64652804
SE03,SE03,Wind Onshore,34888.69726123,32425.5849049,28956.56776075,35175.481054560005,32513.82840654,29136.6222024
SE03,SE03,Other RES,8331.533297580001,8433.64974336,8444.64600285,8419.14104045,8443.42999589,8439.17015417
SE03,SE03,Wind Offshore,29316.46931285,29491.97548664,27002.45030667,23879.71501106,23929.44253984,21941.92270843
SE03,SE03H2R1,Solar,3843.56983669,4468.85994356,4687.77035541,,,
SE03,SE03H2R1,Wind Onshore,33826.76715063,33426.22868044,36078.93022638,9149.56492387,8491.21521592,7733.74396683
SE03,SE03RETE,Solar,10245.87219342,9875.06323453,9919.03642626,3827.76365051,3691.95340732,3708.52122097
SE04,SE04,Hydro,1183.4949867,1434.91299999,1203.50108,1186.0235,1440.84099999,1209.42907999
SE04,SE04,Solar,607.81598359,605.18625751,616.88425995,421.51788144,421.66330266,428.71127542
SE04,SE04,Wind Onshore,8649.04542002,8631.04965848,7838.7985837,8414.94047686,8371.14187288,7694.92048187
SE04,SE04,Other RES,3073.26416286,3089.25964117,3087.72730439,3015.85799205,3022.73831138,3060.23806668
SE04,SE04,Wind Offshore,7927.85300749,8170.75851771,7482.2041748,6702.47979939,6894.13099967,6361.48419595
SE04,SE04H2R1,Solar,1593.0775722,1715.39885184,1683.02934373,,,
SE04,SE04H2R1,Wind Onshore,12284.12380432,13167.31582176,13841.24147592,14451.523791,14199.1480321,13944.97202007
SE04,SE04RETE,Solar,2487.42874316,2458.62025702,2507.8780756,1029.17558734,1016.41550057,1037.87066665
SI00,SI00,Gas,507.94578457,343.79152148,483.62462919,333.98284813000004,273.08573921,334.34305914000004
SI00,SI00,Hydro,5686.50744857,5328.5210827,5924.16005756,5691.92533824,5338.742632150001,5942.96603131
SI00,SI00,Solar,4303.51495025,4265.77638428,4307.04718477,2505.56318463,2487.08819609,2505.83610384
SI00,SI00,Wind Onshore,398.23321339,394.95761429,392.07101286,398.86138775,396.7300348,394.11075865
SI00,SI00,Other Non RES,1655.28,1655.28,1655.28,1659.84,1659.84,1659.84
SI00,SI00,Other RES,879.912,879.912,879.912,882.336,882.336,882.336
SI00,SI00,Wind Offshore,102.96637765,115.59824999,119.73735082,,,
SI00,SI00H2R1,Solar,521.4241446799999,517.41132213,519.2760691999999,55.28661428,55.24945482,55.23720142
SI00,SI00H2R1,Wind Onshore,272.15267472,282.11747918,277.24034836,,,
SI00,SI00RETE,Solar,4481.431315039999,4460.698449699999,4498.16288825,3662.62045405,3655.23252506,3679.77868478
SK00,SK00,Gas,2133.01214438,1034.9421352200002,2140.6091142,697.70882972,343.92918658,610.61286413
SK00,SK00,Hydro,2645.1044742,2592.30809723,2644.39559337,2352.95794101,2355.10170932,2442.5902722
SK00,SK00,Solar,771.9761638,784.90698207,804.78144463,541.28263592,550.36965546,563.59167754
SK00,SK00,Wind Onshore,861.87937914,890.48527388,785.03530103,863.53783788,890.71452502,787.19748583
SK00,SK00,Other Non RES,701.07783204,701.07783204,701.07783204,703.30251595,703.30251595,703.30251595
SK00,SK00,Other RES,2840.0194202,2840.0194202,2840.0194202,2848.28567186,2848.28567186,2848.28567186
SK00,SK00,Biofuels,1449.7402767999995,1570.7404433,1677.80095705,1563.47365524,1623.0890178799998,1669.8371959899998
SK00,SK00,Nuclear,9367.44620585,10232.05736602,10225.19652089,25412.43782701,25666.38735783,25441.40189454
SK00,SK00H2R1,Solar,321.62072383,331.11619901,336.09832338,60.45378659,60.57734756,60.01214121
SK00,SK00H2R1,Wind Onshore,427.56523979,448.53397464,386.22319393,27.75577715,29.6744934,25.7084412
SK00,SK00RETE,Solar,1587.31960765,1613.90765834,1654.7730705199997,753.09036721,765.7332019,784.12909492
TR00,TR00,Gas,245882.01028461,242841.22375707,225417.93586319,244420.47165536,243042.75759235,225844.58341448
TR00,TR00,Hydro,63885.79687926,64246.77065856,82083.98016456,64408.74975893,64711.96932904,82255.06046653
TR00,TR00,Solar,78177.9106562,81103.32549654,76442.62827252,78294.49227702999,81194.42018268,76555.81258668
TR00,TR00,Wind Onshore,113729.16646681,117601.09400684,116578.33365347,114359.28537522,118035.07601906,116739.02796774
TR00,TR00,Other Non RES,8326.20318914,8324.33976885,8318.43420354,8354.34863836,8345.94938547,8345.28463824
TR00,TR00,Other RES,28130.91129995,28123.75202695,28121.36259995,28207.80909995,28181.42079426,28182.09023951
TR00,TR00,Oil,1.48078936,2.21209761,,472.24262116,465.75101333,466.0898112
UA01,UA01,Gas,238.71465329,24.0507902,174.65005132,3.36311603,0.21393517,2.57424007
UA01,UA01,Solar,1236.60169351,1243.17506395,1306.92524346,901.66187752,905.0638547,947.98626227
UA01,UA01,Wind Onshore,3341.25973629,3661.34284598,2922.75066557,531.82217675,581.25148134,466.22262107
UK00,UK00,Gas,22007.58929984,18024.37931581,23691.22925524,12798.63215034,10930.5977412,12335.4838433
UK00,UK00,Hydro,7183.995896640001,6413.07103299,6436.59440754,7239.32156912,6723.530171390001,6486.035841960001
UK00,UK00,Solar,21135.31910795,19372.47867267,19569.04826437,12374.01561346,11540.17923451,11562.0803321
UK00,UK00,Wind Onshore,109692.73288575,118446.74714841,111031.43136026,118264.86127918,126543.83736828,117612.06264727
UK00,UK00,Other Non RES,1316.0806028,1287.23029044,1340.4889884,1403.8264376999998,1403.67544042,1418.11272691
UK00,UK00,Other RES,40600.335519780005,39828.006326580005,41185.56622124,43094.39274088,43233.49090517,43372.35978527
UK00,UK00,Wind Offshore,439482.32723276,460693.89671207,425746.82323987,369461.51886405,386592.48478703,357578.26201794005
UK00,UK00,Nuclear,28252.13973983,25560.33446909,31166.99124894,98178.87594596,92991.98153638,104962.03729149
UK00,UK00H2R1,Solar,17281.23287616,15029.59948306,15948.09193174,3702.91076278,3356.5823372,3413.78829067
UK00,UK00H2R1,Wind Onshore,41305.71421471,40767.11993478,45589.41341497,16690.68934305,17509.32913219,16656.141905970002
UK00,UK00H2R4,Solar,2682.66975204,2338.98860978,2482.42685701,,,
UK00,UK00H2R4,Wind Onshore,3877.61673688,3978.00894404,4025.91675225,,,
UK00,UK00H2R4,Wind Offshore,13785.5189276,14341.2986747,13454.349841,16329.03172991,16995.32043512,15912.95448432
UK00,UK00RETE,Solar,79331.24605602,73577.2345281,73663.5704588,51140.44366928,47462.80481801,47504.27440115
UKNI,UKNI,Gas,1699.6068082300003,1440.43397182,1676.5018769100002,1067.97987445,970.84642997,1079.44517312
UKNI,UKNI,Hydro,50.24170464,49.34061239,50.77642951,48.20689731,47.83444363,49.04709302
UKNI,UKNI,Solar,215.30715568,207.60636854,208.36843394,143.51600981,138.93994884,139.63052567
UKNI,UKNI,Wind Onshore,3347.23358001,3389.12958302,3269.2098199,3309.29136601,3369.66273052,3231.35134628
UKNI,UKNI,Other Non RES,75.375,74.06632704,76.17495924,72.3584287,71.82022647,73.6335516
UKNI,UKNI,Other RES,16892.75845702,16880.83368479,16939.00251822,16876.62997427,16855.26412498,16911.7074528
UKNI,UKNI,Wind Offshore,14730.0856539,14749.74147039,14722.103726889998,5966.803035659999,5945.579252269999,6001.825358640001
UKNI,UKNI,Biofuels,76.0684741,75.23367606,79.94256222,97.51333378,90.47007068,99.6298295
UKNI,UKNIH2R1,Solar,102.47273902,92.91932003,95.20432672,68.5929684,66.07043871,66.70620133
UKNI,UKNIH2R1,Wind Onshore,3687.96714601,3403.4836074899995,4018.36202035,3230.84435532,3215.29359057,3241.30529907
UKNI,UKNIRETE,Solar,190.95261556,183.91028822,184.57796839,87.81552518,84.60135003,84.87411915
EE00,EE00,Gas,,,25.74430624,,,
SE04,SE04,Gas,,,30.35214486,,,
BE00,BE00,Oil,,,,11.44,,8.42
BG00,BG00,Nuclear,,,,16462.32483983,16432.44090834,16439.15972289
CZ00,CZ00,Nuclear,,,,17884.22871122,18364.88267453,19583.94594211
DE00,DE00,Oil,,,,13.32639333,,0.33555667
DE00,DE00HER4,Wind Onshore,,,,2941.70224538,2976.43095441,2883.99232129
DE00,DE00HER4,Wind Offshore,,,,12714.29648847,13308.47578889,12801.40263105
DKE1,DKE1,Oil,,,,3.88836,,1.53864
DKE1,DKE1HER4,Wind Offshore,,,,4134.97388088,4357.1066512,4031.95221551
DKW1,DKW1,Oil,,,,10.47823333,,2.72561548
DKW1,DKW1HER4,Wind Onshore,,,,604.81560437,590.4463328,567.09657698
DKW1,DKW1HER4,Wind Offshore,,,,9818.1424899,9311.2934362,9371.80330895
ES00,ES00H2R4,Solar,,,,8889.73025745,8864.27004638,8894.40787383
ES00,ES00H2R4,Wind Onshore,,,,4445.54206739,4112.17878514,4286.54863921
ES00,ES00H2R4,Wind Offshore,,,,5105.34170855,4648.62674469,5041.95144402
ES00,ES00HER4,Wind Offshore,,,,9504.56914562,8637.21958922,9372.85262038
FI00,FI00HER4,Wind Onshore,,,,5218.5800155,4641.82127414,4538.84677832
GR03,GR03,Oil,,,,5.65748689,,0.882
GR03,GR03,Wind Offshore,,,,176.57066572000002,179.10281022,182.64108004
HU00,HU00,Nuclear,,,,19423.10697411,19495.1656497,19383.08655773
IE00,IE00,Oil,,,,7.452,,3.30866569
LT00,LT00,Oil,,,,11.925,,2.7
NL00,NL00H2R4,Wind Onshore,,,,525.09640565,562.90927643,611.98852493
NL00,NL00HER4,Wind Onshore,,,,690.1522601,735.96332893,784.90060716
NL00,NL00HER4,Wind Offshore,,,,4848.01887486,5054.9626796,4666.22741146
PL00,PL00,Nuclear,,,,56768.39314913,57049.54016149,62815.86990574
PL00,PL00H2R4,Solar,,,,438.39447676,435.49381506,456.17698659
PL00,PL00H2R4,Wind Onshore,,,,2052.28104828,2029.08887348,1856.74831209
PL00,PL00H2R4,Wind Offshore,,,,3386.98038067,3556.02586079,3279.07739144
PT00,PT00H2R4,Solar,,,,2404.14639622,2412.26157337,2398.4530034
PT00,PT00H2R4,Wind Onshore,,,,2065.18042876,1913.07646107,2002.34325236
PT00,PT00H2R4,Wind Offshore,,,,318.59460049,277.38473543,300.47804664
SE03,SE03,Nuclear,,,,20857.32349615,21172.05809647,23909.75133772
SI00,SI00,Nuclear,,,,14674.14965487,14693.27912491,14658.62722411
UA01,UA01,Hydro,,,,270.22720222,288.32980297,270.22720243
UK00,UK00,Oil,,,,3.7347,,0.354
UK00,UK00HER4,Wind Offshore,,,,11081.19729121,11527.41901563,10813.30019953
NON1,NON1,Gas,,,,,5.17071627,
